time;I
21:10:54:162;898.00
21:10:54:353;898.00
21:10:54:543;899.00
21:10:54:733;898.00
21:10:54:924;898.00
21:10:55:115;897.00
21:10:55:312;897.00
21:10:55:508;897.00
21:10:55:698;897.00
21:10:55:896;897.00
21:10:56:097;897.00
21:10:56:275;898.00
21:10:56:467;896.00
21:10:56:656;898.00
21:10:56:849;896.00
21:10:57:039;896.00
21:10:57:236;896.00
21:10:57:426;898.00
21:10:57:622;896.00
21:10:57:810;896.00
21:10:58:007;895.00
21:10:58:208;897.00
21:10:58:380;895.00
21:10:58:573;896.00
21:10:58:762;896.00
21:10:58:955;894.00
21:10:59:147;896.00
21:10:59:341;896.00
21:10:59:538;896.00
21:10:59:726;894.00
21:10:59:920;894.00
21:11:00:107;894.00
21:11:00:312;894.00
21:11:00:495;894.00
21:11:00:686;895.00
21:11:00:877;895.00
21:11:01:071;894.00
21:11:01:262;894.00
21:11:01:453;894.00
21:11:01:647;894.00
21:11:01:840;894.00
21:11:02:032;894.00
21:11:02:232;894.00
21:11:02:431;894.00
21:11:02:639;892.00
21:11:02:803;892.00
21:11:03:004;892.00
21:11:03:192;894.00
21:11:03:383;892.00
21:11:03:574;892.00
21:11:03:768;891.00
21:11:03:960;891.00
21:11:04:155;894.00
21:11:04:348;892.00
21:11:04:538;892.00
21:11:04:737;892.00
21:11:04:921;892.00
21:11:05:110;892.00
21:11:05:301;892.00
21:11:05:498;892.00
21:11:05:688;890.00
21:11:05:881;890.00
21:11:06:078;892.00
21:11:06:268;892.00
21:11:06:459;892.00
21:11:06:653;891.00
21:11:06:845;891.00
21:11:07:048;890.00
21:11:07:232;891.00
21:11:07:420;890.00
21:11:07:616;890.00
21:11:07:802;890.00
21:11:07:996;890.00
21:11:08:197;890.00
21:11:08:383;890.00
21:11:08:596;890.00
21:11:08:783;890.00
21:11:08:961;890.00
21:11:09:156;890.00
21:11:09:346;890.00
21:11:09:537;890.00
21:11:09:730;890.00
21:11:09:921;890.00
21:11:10:116;890.00
21:11:10:311;889.00
21:11:10:503;889.00
21:11:10:696;889.00
21:11:10:891;889.00
21:11:11:096;888.00
21:11:11:273;888.00
21:11:11:463;888.00
21:11:11:660;888.00
21:11:11:850;888.00
21:11:12:042;887.00
21:11:12:235;889.00
21:11:12:427;887.00
21:11:12:615;887.00
21:11:12:811;887.00
21:11:13:008;886.00
21:11:13:206;886.00
21:11:13:407;884.00
21:11:13:581;886.00
21:11:13:778;887.00
21:11:13:966;887.00
21:11:14:158;886.00
21:11:14:350;887.00
21:11:14:545;886.00
21:11:14:739;886.00
21:11:14:931;886.00
21:11:15:126;886.00
21:11:15:322;886.00
21:11:15:516;886.00
21:11:15:710;885.00
21:11:15:894;885.00
21:11:16:080;885.00
21:11:16:270;885.00
21:11:16:463;885.00
21:11:16:655;885.00
21:11:16:842;885.00
21:11:17:042;884.00
21:11:17:235;885.00
21:11:17:430;885.00
21:11:17:629;884.00
21:11:17:830;884.00
21:11:18:008;883.00
21:11:18:198;884.00
21:11:18:393;884.00
21:11:18:586;885.00
21:11:18:778;884.00
21:11:18:969;883.00
21:11:19:163;882.00
21:11:19:356;883.00
21:11:19:548;883.00
21:11:19:745;883.00
21:11:19:941;882.00
21:11:20:122;882.00
21:11:20:317;883.00
21:11:20:508;882.00
21:11:20:697;882.00
21:11:20:894;882.00
21:11:21:085;882.00
21:11:21:275;882.00
21:11:21:469;882.00
21:11:21:662;882.00
21:11:21:853;881.00
21:11:22:052;881.00
21:11:22:253;882.00
21:11:22:433;882.00
21:11:22:625;883.00
21:11:22:816;882.00
21:11:23:007;882.00
21:11:23:197;882.00
21:11:23:389;880.00
21:11:23:581;882.00
21:11:23:778;880.00
21:11:23:973;879.00
21:11:24:165;881.00
21:11:24:365;879.00
21:11:24:542;881.00
21:11:24:732;881.00
21:11:24:928;879.00
21:11:25:115;879.00
21:11:25:303;879.00
21:11:25:497;879.00
21:11:25:693;880.00
21:11:25:884;880.00
21:11:26:074;879.00
21:11:26:276;880.00
21:11:26:458;878.00
21:11:26:648;879.00
21:11:26:841;879.00
21:11:27:031;879.00
21:11:27:224;879.00
21:11:27:412;879.00
21:11:27:607;879.00
21:11:27:802;877.00
21:11:27:995;877.00
21:11:28:191;878.00
21:11:28:383;879.00
21:11:28:587;878.00
21:11:28:780;877.00
21:11:28:961;877.00
21:11:29:154;877.00
21:11:29:347;875.00
21:11:29:539;877.00
21:11:29:735;877.00
21:11:29:926;877.00
21:11:30:117;877.00
21:11:30:311;877.00
21:11:30:506;877.00
21:11:30:698;877.00
21:11:30:892;877.00
21:11:31:092;877.00
21:11:31:292;877.00
21:11:31:472;877.00
21:11:31:664;877.00
21:11:31:857;877.00
21:11:32:048;875.00
21:11:32:241;875.00
21:11:32:433;877.00
21:11:32:626;877.00
21:11:32:821;875.00
21:11:33:012;876.00
21:11:33:206;875.00
21:11:33:403;875.00
21:11:33:591;875.00
21:11:33:782;875.00
21:11:33:976;875.00
21:11:34:168;875.00
21:11:34:361;875.00
21:11:34:555;875.00
21:11:34:748;875.00
21:11:34:941;875.00
21:11:35:133;875.00
21:11:35:330;875.00
21:11:35:515;875.00
21:11:35:707;875.00
21:11:35:898;875.00
21:11:36:092;875.00
21:11:36:285;873.00
21:11:36:474;873.00
21:11:36:667;873.00
21:11:36:862;873.00
21:11:37:055;875.00
21:11:37:248;873.00
21:11:37:442;874.00
21:11:37:641;874.00
21:11:37:822;873.00
21:11:38:015;873.00
21:11:38:208;872.00
21:11:38:401;872.00
21:11:38:596;871.00
21:11:38:789;872.00
21:11:38:979;872.00
21:11:39:175;872.00
21:11:39:365;872.00
21:11:39:556;872.00
21:11:39:752;872.00
21:11:39:954;872.00
21:11:40:133;872.00
21:11:40:326;871.00
21:11:40:518;870.00
21:11:40:711;870.00
21:11:40:902;870.00
21:11:41:095;870.00
21:11:41:285;870.00
21:11:41:477;870.00
21:11:41:672;869.00
21:11:41:866;869.00
21:11:42:064;870.00
21:11:42:251;870.00
21:11:42:442;869.00
21:11:42:636;869.00
21:11:42:833;868.00
21:11:43:022;870.00
21:11:43:214;868.00
21:11:43:408;868.00
21:11:43:600;868.00
21:11:43:791;870.00
21:11:43:985;868.00
21:11:44:176;868.00
21:11:44:375;868.00
21:11:44:560;870.00
21:11:44:754;868.00
21:11:44:944;869.00
21:11:45:137;867.00
21:11:45:330;867.00
21:11:45:522;869.00
21:11:45:715;867.00
21:11:45:909;869.00
21:11:46:099;869.00
21:11:46:290;867.00
21:11:46:487;869.00
21:11:46:687;867.00
21:11:46:868;867.00
21:11:47:058;868.00
21:11:47:250;868.00
21:11:47:441;867.00
21:11:47:638;868.00
21:11:47:831;866.00
21:11:48:023;868.00
21:11:48:221;868.00
21:11:48:412;866.00
21:11:48:603;866.00
21:11:48:800;867.00
21:11:48:986;867.00
21:11:49:180;867.00
21:11:49:375;865.00
21:11:49:566;865.00
21:11:49:761;866.00
21:11:49:953;866.00
21:11:50:146;865.00
21:11:50:339;865.00
21:11:50:532;865.00
21:11:50:726;865.00
21:11:50:916;866.00
21:11:51:113;866.00
21:11:51:300;865.00
21:11:51:491;865.00
21:11:51:688;865.00
21:11:51:877;865.00
21:11:52:070;865.00
21:11:52:264;865.00
21:11:52:459;865.00
21:11:52:652;865.00
21:11:52:846;865.00
21:11:53:039;863.00
21:11:53:230;864.00
21:11:53:417;864.00
21:11:53:613;863.00
21:11:53:805;864.00
21:11:53:996;864.00
21:11:54:188;863.00
21:11:54:381;863.00
21:11:54:573;863.00
21:11:54:767;861.00
21:11:54:957;863.00
21:11:55:156;862.00
21:11:55:350;862.00
21:11:55:546;862.00
21:11:55:747;860.00
21:11:55:925;860.00
21:11:56:113;860.00
21:11:56:303;862.00
21:11:56:494;860.00
21:11:56:687;860.00
21:11:56:878;860.00
21:11:57:070;860.00
21:11:57:269;860.00
21:11:57:457;860.00
21:11:57:659;862.00
21:11:57:837;861.00
21:11:58:033;860.00
21:11:58:222;860.00
21:11:58:417;860.00
21:11:58:608;860.00
21:11:58:800;860.00
21:11:58:991;860.00
21:11:59:185;860.00
21:11:59:379;860.00
21:11:59:570;860.00
21:11:59:770;860.00
21:11:59:970;860.00
21:12:00:146;860.00
21:12:00:338;860.00
21:12:00:532;858.00
21:12:00:722;858.00
21:12:00:914;856.00
21:12:01:104;856.00
21:12:01:298;856.00
21:12:01:493;858.00
21:12:01:682;858.00
21:12:01:889;858.00
21:12:02:083;858.00
21:12:02:264;858.00
21:12:02:451;858.00
21:12:02:650;856.00
21:12:02:849;857.00
21:12:03:033;858.00
21:12:03:222;858.00
21:12:03:416;858.00
21:12:03:611;858.00
21:12:03:806;856.00
21:12:03:998;856.00
21:12:04:191;856.00
21:12:04:395;856.00
21:12:04:575;856.00
21:12:04:766;856.00
21:12:04:961;856.00
21:12:05:155;856.00
21:12:05:344;856.00
21:12:05:537;856.00
21:12:05:731;856.00
21:12:05:921;856.00
21:12:06:119;855.00
21:12:06:311;854.00
21:12:06:508;855.00
21:12:06:707;855.00
21:12:06:888;854.00
21:12:07:077;854.00
21:12:07:264;854.00
21:12:07:460;855.00
21:12:07:650;854.00
21:12:07:845;854.00
21:12:08:038;854.00
21:12:08:238;854.00
21:12:08:429;853.00
21:12:08:620;854.00
21:12:08:811;853.00
21:12:09:021;852.00
21:12:09:192;853.00
21:12:09:385;853.00
21:12:09:574;852.00
21:12:09:772;852.00
21:12:09:960;852.00
21:12:10:154;852.00
21:12:10:351;852.00
21:12:10:543;852.00
21:12:10:738;850.00
21:12:10:933;851.00
21:12:11:138;851.00
21:12:11:331;851.00
21:12:11:510;850.00
21:12:11:699;851.00
21:12:11:890;851.00
21:12:12:084;851.00
21:12:12:279;851.00
21:12:12:470;850.00
21:12:12:663;851.00
21:12:12:863;850.00
21:12:13:051;850.00
21:12:13:247;850.00
21:12:13:445;850.00
21:12:13:635;850.00
21:12:13:824;850.00
21:12:14:018;851.00
21:12:14:206;849.00
21:12:14:401;851.00
21:12:14:591;850.00
21:12:14:782;849.00
21:12:14:978;849.00
21:12:15:169;849.00
21:12:15:369;851.00
21:12:15:563;850.00
21:12:15:746;850.00
21:12:15:956;850.00
21:12:16:127;848.00
21:12:16:319;848.00
21:12:16:508;850.00
21:12:16:697;848.00
21:12:16:886;848.00
21:12:17:077;848.00
21:12:17:270;849.00
21:12:17:462;849.00
21:12:17:652;849.00
21:12:17:843;847.00
21:12:18:035;848.00
21:12:18:224;849.00
21:12:18:414;849.00
21:12:18:604;848.00
21:12:18:797;848.00
21:12:18:987;848.00
21:12:19:182;848.00
21:12:19:378;848.00
21:12:19:567;847.00
21:12:19:776;847.00
21:12:19:955;847.00
21:12:20:146;846.00
21:12:20:339;846.00
21:12:20:531;846.00
21:12:20:726;846.00
21:12:20:917;846.00
21:12:21:104;846.00
21:12:21:304;846.00
21:12:21:490;844.00
21:12:21:689;844.00
21:12:21:885;844.00
21:12:22:085;844.00
21:12:22:265;844.00
21:12:22:455;845.00
21:12:22:652;843.00
21:12:22:847;841.00
21:12:23:039;843.00
21:12:23:228;843.00
21:12:23:421;844.00
21:12:23:619;844.00
21:12:23:807;843.00
21:12:24:000;843.00
21:12:24:199;843.00
21:12:24:401;843.00
21:12:24:602;843.00
21:12:24:775;843.00
21:12:24:970;843.00
21:12:25:160;843.00
21:12:25:352;843.00
21:12:25:543;843.00
21:12:25:735;843.00
21:12:25:928;843.00
21:12:26:124;841.00
21:12:26:321;842.00
21:12:26:516;841.00
21:12:26:707;843.00
21:12:26:897;843.00
21:12:27:085;841.00
21:12:27:278;842.00
21:12:27:468;841.00
21:12:27:661;841.00
21:12:27:855;841.00
21:12:28:047;841.00
21:12:28:241;841.00
21:12:28:431;841.00
21:12:28:625;841.00
21:12:28:825;841.00
21:12:29:028;841.00
21:12:29:208;841.00
21:12:29:397;841.00
21:12:29:589;841.00
21:12:29:779;840.00
21:12:29:971;841.00
21:12:30:164;841.00
21:12:30:356;841.00
21:12:30:555;841.00
21:12:30:742;841.00
21:12:30:934;839.00
21:12:31:140;841.00
21:12:31:324;841.00
21:12:31:512;840.00
21:12:31:708;841.00
21:12:31:898;841.00
21:12:32:089;839.00
21:12:32:279;839.00
21:12:32:472;839.00
21:12:32:664;839.00
21:12:32:855;839.00
21:12:33:051;839.00
21:12:33:246;839.00
21:12:33:451;839.00
21:12:33:625;839.00
21:12:33:822;839.00
21:12:34:009;839.00
21:12:34:202;838.00
21:12:34:391;839.00
21:12:34:587;839.00
21:12:34:779;839.00
21:12:34:968;839.00
21:12:35:168;837.00
21:12:35:359;837.00
21:12:35:559;837.00
21:12:35:741;837.00
21:12:35:936;837.00
21:12:36:126;837.00
21:12:36:319;837.00
21:12:36:513;837.00
21:12:36:703;837.00
21:12:36:900;837.00
21:12:37:091;837.00
21:12:37:283;836.00
21:12:37:476;835.00
21:12:37:671;835.00
21:12:37:878;835.00
21:12:38:070;836.00
21:12:38:252;835.00
21:12:38:444;836.00
21:12:38:637;835.00
21:12:38:830;834.00
21:12:39:024;834.00
21:12:39:218;834.00
21:12:39:419;834.00
21:12:39:609;834.00
21:12:39:799;834.00
21:12:39:999;834.00
21:12:40:199;834.00
21:12:40:377;834.00
21:12:40:575;834.00
21:12:40:767;834.00
21:12:40:958;834.00
21:12:41:150;835.00
21:12:41:343;833.00
21:12:41:535;833.00
21:12:41:727;835.00
21:12:41:921;833.00
21:12:42:117;833.00
21:12:42:310;833.00
21:12:42:513;833.00
21:12:42:715;834.00
21:12:42:891;831.00
21:12:43:089;832.00
21:12:43:279;829.00
21:12:43:468;829.00
21:12:43:664;831.00
21:12:43:853;832.00
21:12:44:044;832.00
21:12:44:237;831.00
21:12:44:437;830.00
21:12:44:629;831.00
21:12:44:826;831.00
21:12:45:025;830.00
21:12:45:201;829.00
21:12:45:391;829.00
21:12:45:582;829.00
21:12:45:777;828.00
21:12:45:967;827.00
21:12:46:161;828.00
21:12:46:353;828.00
21:12:46:551;828.00
21:12:46:732;829.00
21:12:46:936;828.00
21:12:47:131;828.00
21:12:47:317;829.00
21:12:47:505;829.00
21:12:47:696;830.00
21:12:47:890;830.00
21:12:48:081;830.00
21:12:48:275;830.00
21:12:48:467;830.00
21:12:48:664;830.00
21:12:48:855;829.00
21:12:49:049;830.00
21:12:49:247;829.00
21:12:49:449;829.00
21:12:49:620;829.00
21:12:49:818;829.00
21:12:50:004;830.00
21:12:50:196;830.00
21:12:50:390;829.00
21:12:50:584;829.00
21:12:50:773;828.00
21:12:50:967;829.00
21:12:51:166;828.00
21:12:51:359;827.00
21:12:51:559;829.00
21:12:51:739;829.00
21:12:51:928;828.00
21:12:52:119;828.00
21:12:52:313;828.00
21:12:52:507;826.00
21:12:52:699;827.00
21:12:52:889;827.00
21:12:53:087;827.00
21:12:53:274;827.00
21:12:53:476;825.00
21:12:53:662;825.00
21:12:53:854;825.00
21:12:54:042;825.00
21:12:54:233;825.00
21:12:54:426;825.00
21:12:54:620;824.00
21:12:54:810;824.00
21:12:55:002;825.00
21:12:55:196;825.00
21:12:55:390;825.00
21:12:55:580;824.00
21:12:55:784;825.00
21:12:55:985;824.00
21:12:56:160;824.00
21:12:56:350;825.00
21:12:56:542;824.00
21:12:56:733;821.00
21:12:56:924;824.00
21:12:57:115;824.00
21:12:57:308;822.00
21:12:57:506;824.00
21:12:57:699;824.00
21:12:57:895;824.00
21:12:58:099;824.00
21:12:58:267;824.00
21:12:58:458;824.00
21:12:58:654;822.00
21:12:58:844;823.00
21:12:59:036;822.00
21:12:59:226;822.00
21:12:59:419;822.00
21:12:59:615;822.00
21:12:59:806;822.00
21:13:00:005;822.00
21:13:00:188;822.00
21:13:00:377;822.00
21:13:00:569;821.00
21:13:00:761;821.00
21:13:00:952;821.00
21:13:01:145;821.00
21:13:01:338;821.00
21:13:01:529;821.00
21:13:01:728;821.00
21:13:01:915;820.00
21:13:02:109;820.00
21:13:02:313;820.00
21:13:02:484;820.00
21:13:02:677;820.00
21:13:02:866;820.00
21:13:03:060;818.00
21:13:03:257;816.00
21:13:03:449;814.00
21:13:03:642;810.00
21:13:03:839;810.00
21:13:04:036;810.00
21:13:04:239;810.00
21:13:04:418;810.00
21:13:04:608;811.00
21:13:04:800;810.00
21:13:04:991;810.00
21:13:05:182;810.00
21:13:05:376;810.00
21:13:05:572;811.00
21:13:05:761;813.00
21:13:05:954;813.00
21:13:06:151;812.00
21:13:06:346;812.00
21:13:06:552;814.00
21:13:06:725;817.00
21:13:06:925;818.00
21:13:07:110;818.00
21:13:07:300;818.00
21:13:07:491;818.00
21:13:07:685;818.00
21:13:07:878;818.00
21:13:08:067;816.00
21:13:08:266;818.00
21:13:08:454;816.00
21:13:08:654;816.00
21:13:08:852;816.00
21:13:09:030;816.00
21:13:09:220;816.00
21:13:09:413;815.00
21:13:09:603;815.00
21:13:09:795;815.00
21:13:09:992;815.00
21:13:10:178;816.00
21:13:10:377;815.00
21:13:10:576;815.00
21:13:10:758;816.00
21:13:10:948;816.00
21:13:11:144;815.00
21:13:11:333;814.00
21:13:11:523;815.00
21:13:11:717;815.00
21:13:11:912;815.00
21:13:12:103;815.00
21:13:12:295;815.00
21:13:12:490;813.00
21:13:12:685;813.00
21:13:12:883;813.00
21:13:13:087;813.00
21:13:13:265;813.00
21:13:13:457;814.00
21:13:13:646;814.00
21:13:13:840;814.00
21:13:14:036;813.00
21:13:14:227;814.00
21:13:14:417;813.00
21:13:14:613;813.00
21:13:14:805;813.00
21:13:15:000;813.00
21:13:15:198;811.00
21:13:15:394;811.00
21:13:15:594;813.00
21:13:15:765;813.00
21:13:15:952;812.00
21:13:16:143;812.00
21:13:16:337;812.00
21:13:16:531;812.00
21:13:16:725;812.00
21:13:16:914;810.00
21:13:17:108;810.00
21:13:17:317;811.00
21:13:17:497;811.00
21:13:17:689;811.00
21:13:17:875;811.00
21:13:18:067;811.00
21:13:18:258;811.00
21:13:18:454;811.00
21:13:18:644;811.00
21:13:18:843;811.00
21:13:19:038;811.00
21:13:19:229;811.00
21:13:19:425;807.00
21:13:19:614;807.00
21:13:19:809;809.00
21:13:19:996;809.00
21:13:20:187;809.00
21:13:20:381;809.00
21:13:20:574;809.00
21:13:20:764;807.00
21:13:20:959;807.00
21:13:21:150;806.00
21:13:21:348;804.00
21:13:21:539;800.00
21:13:21:735;790.00
21:13:21:938;768.00
21:13:22:117;755.00
21:13:22:304;756.00
21:13:22:492;763.00
21:13:22:687;764.00
21:13:22:878;756.00
21:13:23:069;755.00
21:13:23:264;765.00
21:13:23:458;765.00
21:13:23:641;762.00
21:13:23:846;756.00
21:13:24:027;759.00
21:13:24:226;775.00
21:13:24:414;785.00
21:13:24:607;790.00
21:13:24:802;796.00
21:13:24:991;799.00
21:13:25:187;802.00
21:13:25:376;805.00
21:13:25:572;805.00
21:13:25:775;807.00
21:13:25:975;807.00
21:13:26:150;808.00
21:13:26:337;807.00
21:13:26:535;807.00
21:13:26:722;807.00
21:13:26:915;807.00
21:13:27:106;807.00
21:13:27:303;807.00
21:13:27:489;807.00
21:13:27:682;808.00
21:13:27:875;808.00
21:13:28:066;806.00
21:13:28:259;806.00
21:13:28:459;807.00
21:13:28:643;807.00
21:13:28:837;807.00
21:13:29:026;807.00
21:13:29:226;807.00
21:13:29:417;807.00
21:13:29:616;805.00
21:13:29:802;805.00
21:13:29:997;806.00
21:13:30:190;806.00
21:13:30:379;805.00
21:13:30:567;805.00
21:13:30:761;805.00
21:13:30:954;805.00
21:13:31:144;805.00
21:13:31:335;805.00
21:13:31:526;805.00
21:13:31:723;805.00
21:13:31:913;805.00
21:13:32:108;803.00
21:13:32:308;804.00
21:13:32:507;804.00
21:13:32:681;804.00
21:13:32:880;804.00
21:13:33:066;803.00
21:13:33:258;803.00
21:13:33:451;803.00
21:13:33:646;803.00
21:13:33:842;803.00
21:13:34:034;803.00
21:13:34:237;801.00
21:13:34:423;803.00
21:13:34:621;803.00
21:13:34:822;803.00
21:13:34:997;803.00
21:13:35:190;802.00
21:13:35:382;802.00
21:13:35:574;802.00
21:13:35:764;801.00
21:13:35:957;801.00
21:13:36:146;801.00
21:13:36:339;801.00
21:13:36:533;801.00
21:13:36:729;800.00
21:13:36:935;800.00
21:13:37:111;799.00
21:13:37:309;799.00
21:13:37:502;798.00
21:13:37:691;798.00
21:13:37:883;798.00
21:13:38:078;798.00
21:13:38:268;798.00
21:13:38:462;798.00
21:13:38:657;798.00
21:13:38:849;798.00
21:13:39:047;797.00
21:13:39:249;799.00
21:13:39:429;798.00
21:13:39:619;797.00
21:13:39:811;798.00
21:13:40:004;798.00
21:13:40:196;798.00
21:13:40:391;796.00
21:13:40:583;796.00
21:13:40:776;796.00
21:13:40:973;794.00
21:13:41:159;792.00
21:13:41:352;785.00
21:13:41:560;776.00
21:13:41:738;769.00
21:13:41:931;761.00
21:13:42:121;753.00
21:13:42:314;745.00
21:13:42:506;740.00
21:13:42:697;736.00
21:13:42:894;739.00
21:13:43:092;739.00
21:13:43:281;740.00
21:13:43:475;740.00
21:13:43:671;740.00
21:13:43:863;736.00
21:13:44:048;727.00
21:13:44:242;723.00
21:13:44:432;727.00
21:13:44:621;745.00
21:13:44:813;766.00
21:13:45:006;783.00
21:13:45:196;789.00
21:13:45:396;792.00
21:13:45:585;792.00
21:13:45:784;792.00
21:13:45:965;791.00
21:13:46:160;791.00
21:13:46:351;788.00
21:13:46:544;786.00
21:13:46:735;783.00
21:13:46:928;783.00
21:13:47:123;785.00
21:13:47:315;788.00
21:13:47:505;791.00
21:13:47:709;791.00
21:13:47:899;792.00
21:13:48:097;792.00
21:13:48:280;792.00
21:13:48:469;792.00
21:13:48:658;792.00
21:13:48:851;792.00
21:13:49:045;790.00
21:13:49:239;790.00
21:13:49:429;790.00
21:13:49:622;790.00
21:13:49:816;792.00
21:13:50:009;792.00
21:13:50:208;791.00
21:13:50:410;791.00
21:13:50:585;790.00
21:13:50:777;790.00
21:13:50:965;790.00
21:13:51:161;790.00
21:13:51:352;790.00
21:13:51:545;790.00
21:13:51:742;790.00
21:13:51:930;790.00
21:13:52:121;790.00
21:13:52:320;790.00
21:13:52:522;790.00
21:13:52:703;790.00
21:13:52:894;790.00
21:13:53:086;790.00
21:13:53:277;790.00
21:13:53:469;790.00
21:13:53:663;789.00
21:13:53:854;789.00
21:13:54:048;789.00
21:13:54:243;789.00
21:13:54:433;788.00
21:13:54:622;788.00
21:13:54:827;788.00
21:13:55:009;788.00
21:13:55:203;788.00
21:13:55:393;788.00
21:13:55:583;788.00
21:13:55:775;789.00
21:13:55:968;788.00
21:13:56:159;788.00
21:13:56:357;788.00
21:13:56:546;788.00
21:13:56:746;787.00
21:13:56:930;787.00
21:13:57:144;787.00
21:13:57:317;787.00
21:13:57:511;787.00
21:13:57:703;787.00
21:13:57:893;786.00
21:13:58:088;787.00
21:13:58:281;785.00
21:13:58:477;785.00
21:13:58:677;785.00
21:13:58:859;786.00
21:13:59:059;785.00
21:13:59:254;786.00
21:13:59:439;784.00
21:13:59:632;786.00
21:13:59:823;786.00
21:14:00:016;785.00
21:14:00:208;784.00
21:14:00:403;784.00
21:14:00:595;785.00
21:14:00:786;784.00
21:14:00:982;784.00
21:14:01:176;784.00
21:14:01:368;784.00
21:14:01:559;784.00
21:14:01:763;785.00
21:14:01:948;785.00
21:14:02:141;785.00
21:14:02:335;784.00
21:14:02:530;784.00
21:14:02:720;784.00
21:14:02:914;783.00
21:14:03:106;784.00
21:14:03:299;784.00
21:14:03:491;784.00
21:14:03:685;782.00
21:14:03:880;784.00
21:14:04:077;784.00
21:14:04:263;783.00
21:14:04:456;783.00
21:14:04:650;782.00
21:14:04:846;782.00
21:14:05:038;782.00
21:14:05:229;782.00
21:14:05:423;782.00
21:14:05:616;782.00
21:14:05:808;782.00
21:14:06:001;782.00
21:14:06:195;782.00
21:14:06:390;782.00
21:14:06:577;780.00
21:14:06:767;782.00
21:14:06:964;782.00
21:14:07:155;782.00
21:14:07:348;780.00
21:14:07:540;781.00
21:14:07:732;780.00
21:14:07:926;780.00
21:14:08:118;780.00
21:14:08:316;780.00
21:14:08:507;780.00
21:14:08:702;780.00
21:14:08:903;780.00
21:14:09:084;778.00
21:14:09:278;779.00
21:14:09:468;780.00
21:14:09:660;779.00
21:14:09:851;780.00
21:14:10:043;780.00
21:14:10:239;780.00
21:14:10:430;780.00
21:14:10:625;778.00
21:14:10:817;778.00
21:14:11:015;779.00
21:14:11:202;778.00
21:14:11:395;780.00
21:14:11:591;778.00
21:14:11:784;778.00
21:14:11:978;778.00
21:14:12:171;778.00
21:14:12:366;778.00
21:14:12:557;778.00
21:14:12:751;778.00
21:14:12:945;778.00
21:14:13:140;777.00
21:14:13:336;778.00
21:14:13:528;777.00
21:14:13:716;777.00
21:14:13:911;777.00
21:14:14:106;777.00
21:14:14:301;777.00
21:14:14:496;777.00
21:14:14:688;776.00
21:14:14:883;776.00
21:14:15:076;776.00
21:14:15:267;776.00
21:14:15:461;777.00
21:14:15:654;777.00
21:14:15:846;775.00
21:14:16:042;775.00
21:14:16:242;775.00
21:14:16:424;775.00
21:14:16:616;775.00
21:14:16:811;775.00
21:14:17:002;775.00
21:14:17:195;775.00
21:14:17:385;774.00
21:14:17:576;774.00
21:14:17:770;774.00
21:14:17:961;774.00
21:14:18:155;773.00
21:14:18:353;773.00
21:14:18:540;773.00
21:14:18:731;773.00
21:14:18:927;773.00
21:14:19:120;773.00
21:14:19:312;773.00
21:14:19:506;773.00
21:14:19:702;773.00
21:14:19:896;773.00
21:14:20:090;773.00
21:14:20:282;773.00
21:14:20:478;772.00
21:14:20:671;773.00
21:14:20:868;771.00
21:14:21:055;773.00
21:14:21:247;772.00
21:14:21:441;773.00
21:14:21:634;773.00
21:14:21:827;771.00
21:14:22:020;773.00
21:14:22:216;773.00
21:14:22:408;773.00
21:14:22:601;771.00
21:14:22:795;771.00
21:14:22:988;771.00
21:14:23:176;771.00
21:14:23:380;771.00
21:14:23:563;771.00
21:14:23:758;771.00
21:14:23:950;772.00
21:14:24:142;771.00
21:14:24:334;771.00
21:14:24:525;771.00
21:14:24:718;771.00
21:14:24:914;771.00
21:14:25:108;771.00
21:14:25:301;771.00
21:14:25:491;771.00
21:14:25:686;769.00
21:14:25:877;769.00
21:14:26:071;769.00
21:14:26:264;769.00
21:14:26:457;770.00
21:14:26:651;770.00
21:14:26:842;768.00
21:14:27:036;768.00
21:14:27:229;768.00
21:14:27:423;769.00
21:14:27:616;769.00
21:14:27:808;769.00
21:14:28:005;769.00
21:14:28:193;769.00
21:14:28:390;767.00
21:14:28:581;768.00
21:14:28:773;768.00
21:14:28:967;766.00
21:14:29:157;768.00
21:14:29:351;766.00
21:14:29:543;766.00
21:14:29:736;767.00
21:14:29:930;765.00
21:14:30:123;767.00
21:14:30:313;767.00
21:14:30:517;765.00
21:14:30:700;766.00
21:14:30:892;766.00
21:14:31:083;766.00
21:14:31:278;766.00
21:14:31:473;766.00
21:14:31:667;764.00
21:14:31:861;765.00
21:14:32:056;765.00
21:14:32:251;765.00
21:14:32:442;765.00
21:14:32:636;765.00
21:14:32:830;765.00
21:14:33:030;764.00
21:14:33:214;765.00
21:14:33:408;765.00
21:14:33:603;764.00
21:14:33:795;764.00
21:14:33:986;764.00
21:14:34:181;764.00
21:14:34:371;764.00
21:14:34:565;764.00
21:14:34:757;763.00
21:14:34:952;763.00
21:14:35:142;763.00
21:14:35:341;763.00
21:14:35:529;763.00
21:14:35:723;763.00
21:14:35:917;763.00
21:14:36:112;762.00
21:14:36:306;763.00
21:14:36:503;763.00
21:14:36:696;763.00
21:14:36:890;763.00
21:14:37:083;762.00
21:14:37:275;762.00
21:14:37:469;762.00
21:14:37:667;762.00
21:14:37:858;762.00
21:14:38:057;762.00
21:14:38:245;761.00
21:14:38:436;761.00
